Alfabet,Title,Description,Mamfaat Pemeriksaan
L,Lingkar Perut,,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,LH (Anak),,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,LH,"Pemeriksaan luteinizing hormone (LH) merupakan pemeriksaan menggunakan sampel darah yang diambil dari pembuluh darah vena di lengan untuk mengukur konsentrasi LH dalam darah.

Luteinizing hormone (LH) adalah hormon yang berkaitan dengan reproduksi dan stimulasi pelepasan telur dari ovarium (ovulasi) pada wanita dan produksi testosteron pada pria.
","Evaluasi fertilitas (kesuburan), fungsi organ reproduksi (ovarium atau testis), atau mendeteksi pelepasan telur dari ovarium (ovulasi); evaluasi fungsi hipofisis. Pada anak-anak, untuk evaluasi kematangan seksual (pubertas) dini atau lambat."
L,Levetiracetam,Levetiracetam adalah obat antiepileptik yang digunakan bersamaan dengan obat lain untuk membantu mengontrol beberapa jenis kejang dalam pengobatan epilepsi.,Pemeriksaan ini bermanfaat untuk memonitor konsentrasi levatiracetam dalam darah. 
L,Leptospira MAT,"Leptospirosis adalah penyakit yang disebabkan oleh bakteri Leptospira interrogans yang disebarkan melalui urine atau darah hewan yang terinfeksi bakteri ini. Beberapa jenis hewan yang dapat menjadi pembawa leptospirosis adalah anjing, hewan pengerat seperti tikus, dan kelompok hewan ternak seperti sapi atau babi. ","Tes ini dimaksudkan untuk digunakan untuk deteksi simultan dan diferensiasi antibodi IgG dan IgM terhadap Leptospira interrogans (L. interrogans) dalam serum manusia, plasma atau seluruh darah. Ini dimaksudkan untuk digunakan sebagai tes skrining oleh para profesional, dan memberikan hasil tes awal untuk membantu dalam diagnosis infeksi dengan L. interrogans
"
L,Leukemia Phenotyping,,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,Leucocount,Untuk menghitung sisa leukosit dalam produk darah yang mengalami leukoreduced,Identifikasi dan menghitung populasi sel residu
L,Leptospira IgM,"Leptospirosis adalah penyakit yang disebabkan oleh bakteri Leptospira interrogans yang disebarkan melalui urine atau darah hewan yang terinfeksi bakteri ini. Beberapa jenis hewan yang dapat menjadi pembawa leptospirosis adalah anjing, hewan pengerat seperti tikus, dan kelompok hewan ternak seperti sapi atau babi.","Mendeteksi infeksi akut leptospira atau leptospirosis, dan membedakannya dengan penyakit infeksi lain."
L,"Lead, 24-Hour Urine ","Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan timbal
L,"Leiomioma, Tanpa Uterus",Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan leiomioma yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,untuk melihat kelainan pada leiomioma
L,"Lead, Random Urine ","Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Timbal
L,Leber's Hereditary Optic Neuropathy (LHON),,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,Lead (Pb) Rambut,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Timbal
L,Leptin,hormon yang membantu mengatur nafsu makan dengan menandakan kenyang,Untuk mengukur jumlah leptin dalam darah yang mungkin berkaitan dengan obesitas.
L,"Legionella Antigen, EIA, Urine","Ketika Anda mengalami batuk, sakit badan, sesak napas, sakit kepala, dan demam dengan menggigil, dan mungkin mengalami sakit perut, diare, mual, dan / atau perubahan mental yang diduga oleh penyedia layanan kesehatan mungkin disebabkan oleh infeksi yang disebabkan oleh Legionella",Untuk deteksi dan diagnosis bakteri Legionella sebagai penyebab pneumonia atau gejela yang menyerupai flu ; untuk menginvestigasi outbreak yang disebabkan oleg Legionella
L,LED,"LED merupakan indikator penyakit infeksi dan tingkat inflamasi yang tidak spesifik. 
","Pemeriksaan ini umumnya digunakan sebagai uji saring adanya keganasan, penyakit kolagen atau infeksi. Disamping itu, juga digunakan untuk membedakan tingkat peradangan atau pembentukan antibodi terhadap dua penyakit yang secara klinis susah dibedakan. Misal : Rheumatoid Arthritis dan arthritis akibat degeneratif."
L,Lead (Pb) Darah,"Salah satu jenis logam berat yang digunakan dalam industri.  Konsentrasi yang tinggi  dapat mencemari tanah, udara, makanan, dan air",Biomonitoring pajanan Timbal
L,LDH,"LD ditemukan di seluruh sel tubuh dan ada dalam 5 bentuk molekul (isoenzim). Perubahan isoenzim LD (LD1/LD2 flip) mengindikasikan adanya AMI, dan mencapai puncaknya setelah CK dan CK-MB. Interval LD1 dan LD2 (anodal fraction) dikaitkan dengan jantung dan RBC. Normalnya LD2 lebih besar dari LD1. Pada kerusakan miokardial seperti AMI, dan juga pada keadaan anemia hemolitik dan megaloblastik akan terjadi flip atau inversi LD1:LD2 (kadar LD1 menjadi lebih besar dari LD2).",untuk mendeteksi kerusakan miokardial seperti AMI
L,LCA (Leukocyte Common Antigen),CD45 juga disebut Leukocyte Common Antigen diekspresikan bersama di sebagian besar sel garis keturunan hematolimfoid.,Pemeriksaan imunohistokimia LCA
L,Latihan fisik paralel bar (15 menit),,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,Latihan sepeda statis (15 menit),,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,Latihan fisik tanpa alat (15 menit),,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,Latihan fisik tangga rehab medik (15 menit),,Silahkan cek email anda untuk mendapatkan kata sandi baru
L,"Lactoferrin, Stool",Lactoferrin merupakan biomarker leukosit yang ada pada feces. Ditemukannya lactoferrin pada feses mengindikasikan terjadinya peradangan intestinal. ,Mengevaluasi kemungkinan IBD (Inflammatory Bowel Disease) ataupun infeksi colitis akut
K,Kuretase endoserviks,Tindakan pengangkatan endoserviks,untuk membantu diagnosis
L,Lamotrigine,Lamotrigine merupakan obat antikejang atau antikonvulsan kelompok phenyltriazine,Pemeriksaan ini bermanfaat untuk memonitor konsentrasi lamotrigine dalam darah. 
K,Kuretase endometrial,Tindakan pengangkatan endometrial,untuk membantu diagnosis
K,Kuretase Abses,Tindakan pengangkatan abses,untuk membantu diagnosis
K,Kultur Urin,Sampel urin untuk urinalisis dan kultur harus diperoleh dengan cara steril. - Kultur urin harus dikirim sebelum antibiotik dimulai,Kultur urin dilakukan untuk mendeteksi organisme yang merupakan agen penyebab infeksi pada saluran kemih
K,Kultur Vibrio,Meletakkan  sampel pada media kultur pertumbuhan untuk vibrio dengan identifikasi secara makroskopis dan mikroskopis,Menentukan apakah spesies Vibrio adalah penyebab diare dan mengidentifikasi sumber agen infeksi
K,Kultur Swab Rektal,"Kultur rektal adalah tes laboratorium untuk mengidentifikasi bakteri dan kuman lain di rektum yang dapat menyebabkan gejala dan penyakit gastrointestinal. tes ini dilakukan oleh kapas yang dimasukkan ke dalam dubur. Usap diputar dengan lembut, dan dilepas. Apusan apusan ditempatkan dalam media kultur untuk mendorong pertumbuhan bakteri dan organisme lain. Budaya diawasi untuk pertumbuhan.",untuk mengidentifikasi bakteri dan kuman lain di rektum yang dapat menyebabkan gejala dan penyakit gastrointestinal.
K,Kultur Lain-lain ,"Pemeriksaan dengan sampel sputum, pus, swab mata, swab hidung, swab tenggorokan, swab uretra, swab serviks, swab telinga, bilasan bronkus dan dilakukan pembiakkan di suatu media, lalu setelah terjadi pertumbuhan mikroorganisme dilakukan identifikasi jenisnya.  Jenis sampel cairan tubuh yang diperlukan tergantung dari penyakit yang akan di diagnosis.","Untuk mendeteksi adanya mikroorganisme. Jika mikroorganisme terus berkembang biak dan menyebar, serta tidak tertangani dengan baik, penderitanya dapat mengalami sepsis yang merupakan reaksi peradangan di seluruh tubuh."
K,Kultur Lain-lain,"Pemeriksaan dengan sampel sputum, pus, swab mata, swab hidung, swab tenggorokan, swab uretra, swab serviks, swab telinga, bilasan bronkus dan dilakukan pembiakkan di suatu media, lalu setelah terjadi pertumbuhan mikroorganisme dilakukan identifikasi jenisnya.  Jenis sampel cairan tubuh yang diperlukan tergantung dari penyakit yang akan di diagnosis.","Untuk mendeteksi adanya mikroorganisme. Jika mikroorganisme terus berkembang biak dan menyebar, serta tidak tertangani dengan baik, penderitanya dapat mengalami sepsis yang merupakan reaksi peradangan di seluruh tubuh."
K,Kultur Rectal Swab,"Kultur GO merupakan gold standard untuk menemukan bakteri yang menyebabkan infeksi gonore. Sampel cairan tubuh dari area seperti leher rahim, uretra, mata, rektum, atau tenggorokan ditambahkan ke zat yang mendorong pertumbuhan bakteri. Gonore  merupakan  salah  satu  penyakit  Infeksi  Menular  Seksual  (IMS)  yang disebabkan oleh bakteri Neisseria gonorrhoeaeyaitu bakteri diplokokus Gramnegatif.","Ini adalah tes untuk menemukan bakteri yang menyebabkan infeksi gonore. Sampel cairan tubuh dari area seperti leher rahim, uretra, mata, rektum, atau tenggorokan ditambahkan ke zat yang mendorong pertumbuhan bakteri."
K,Kultur GO,"Meletakkan sampel pada media untuk medeteksi ada tidaknya bakteri Neisseria gonorrhoeae
Gonore atau kencing nanah adalah salah satu penyakit menular seksual yang umum dan disebabkan oleh bakteri bernama Neisseria gonorrhoeae atau gonococcus. Pria maupun wanita bisa terjangkit penyakit ini. Bakteri gonococcus biasanya ditemukan di cairan penis dan vagina dari orang yang terinfeksi.","Pemeriksaan ini dilakukan untuk menguatkan adanya gonore, yaitu penyakit yang disebabkan oleh organisme Neisseria Gonorrhoeae. "
K,Kultur Gall,Kultur Gal merupakan diagnosis definitif penyakit tifus dengan isolasi bakteri Salmonella typhi dari spesimen yang berasal dari darah penderita. ,"Pengambilan spesimen darah sebaiknya dilakukan pada minggu pertama timbulnya penyakit, karena kemungkinan untuk positif mencapai 80-90%, khususnya pada pasien yang belum mendapat terapi antibiotik. Pada minggu ke-3 kemungkinan untuk positif menjadi 20-25% dan minggu ke-4 hanya 10-15%."
K,Kultur Feces,Meletakkan feses pada kultu untuk menumbuhkan mikroorganisme yang ada pada feses,"Pemeriksaan feses adalah serangkaian tes yang dilakukan pada sampel feses (kotoran) untuk membantu mendiagnosis kondisi tertentu yang mempengaruhi saluran pencernaan. Kondisi ini dapat mencakup infeksi (seperti dari parasit, virus, atau bakteri), penyerapan nutrisi yang buruk, atau kanker."
K,Kultur Diphteri ,"Difteri adalah infeksi bakteri yang bersumber dari Corynebacterium diphtheriae, yang biasanya mempengaruhi selaput lendir dan tenggorokan. Difteri umumnya menyebabkan sakit tenggorokan, demam, kelenjar bengkak, dan lemas. Dalam tahap lanjut, difteri bisa menyebabkan kerusakan pada jantung, ginjal dan sistem saraf. Kondisi seperti itu pada akhirnya bisa berakibat sangat fatal dan berujung pada kematian",Mendeteksi ada tidaknya infeksi dari corynebacterium diphtheriae
K,KULTUR BTA + RESISTENSI LINI 2,BTA adalah jenis pewarnaan yang digunakan bagi bakteri tahan asam karena bakteri jenis ini tidak bisa diwarnai dengan pewarnaan gram. Pemeriksaan ini menumbuhkan bakteri pada media BTA yang kemudian di tes tingkat kepekaannya,"Untuk menentukan adanya mycobacteria, dan juga boasanya digunakan untuk mendeteksi ada tidaknya bakteri mycobacterium tubercolosis (penyebab TBC)"
K,Kultur dan Resistensi GO,"Kultur GO merupakan gold standard untuk menemukan bakteri yang menyebabkan infeksi gonore. Sampel cairan tubuh dari area seperti leher rahim, uretra, mata, rektum, atau tenggorokan ditambahkan ke zat yang mendorong pertumbuhan bakteri. Gonore  merupakan  salah  satu  penyakit  Infeksi  Menular  Seksual  (IMS)  yang disebabkan oleh bakteri Neisseria gonorrhoeaeyaitu bakteri diplokokus Gramnegatif.","Ini adalah tes untuk menemukan bakteri yang menyebabkan infeksi gonore. Sampel cairan tubuh dari area seperti leher rahim, uretra, mata, rektum, atau tenggorokan ditambahkan ke zat yang mendorong pertumbuhan bakteri."
K,Kultur Cairan Tubuh,"Kultur cairan tubuh adalah mengambil sebagian (sampel) dari cairan tubuh dan dilakukan pembiakkan di suatu media, lalu setelah terjadi pertumbuhan bakteri dilakukan identifikasi jenis bakteri dan sekaligus sensitivitas untuk mengetahui jenis antibiotik apa yang masih mempan terhadap bakteri tersebut. Jenis sampel cairan tubuh yang diperlukan tergantung dari penyakit yang akan di diagnosis, sepert dahak, cairan vagina, cairan sendi, cairan otak, cairan pleura (cairan paru), cairan ascites (cairan di dalam rongga perut) dan sebagainya.
","Kultur cairan tubuh merupakan metode pemeriksaan diagnostik untuk mendeteksi adanya mikroorganisme di dalam cairan tubuh. Mikroorganisme tersebut bisa bakteri, jamur, atau parasit"
K,Kultur Anaerob,"Kultur anaerob adalah kultur yang dilakukan pada media anaerob dan di lungkungan yang anaerob, berguna untuk menumbuhkan bakteri yang bersifat anaerob",untuk mendeteksi adanya infeksi bakteri anaerob pada pencernaan
K,Kultur Darah,"Pada kondisi normal, darah seharusnya steril dari berbagai mikroorganisme. Jika terdapat mikroorganisme di dalam darah serta menimbulkan infeksi, kondisi ini disebut sebagai bakteremia atau septikemia. Jika mikroorganisme terus berkembang biak dan menyebar, serta tidak tertangani dengan baik, penderitanya dapat mengalami sepsis yang merupakan reaksi peradangan di seluruh tubuh.","Kultur darah merupakan metode pemeriksaan diagnostik untuk mendeteksi adanya mikroorganisme di dalam darah. Mikroorganisme tersebut bisa bakteri, jamur, atau parasit. "
K,Kultur BTA,BTA adalah jenis pewarnaan yang digunakan bagi bakteri tahan asam karena bakteri jenis ini tidak bisa diwarnai dengan pewarnaan gram,"Untuk menentukan adanya mycobacteria, dan juga boasanya digunakan untuk mendeteksi ada tidaknya bakteri mycobacterium tubercolosis (penyebab TBC)"
K,Kultur & Resistensi Feses,Meletakkan  sampel pada media kultur pertumbuhan dengan identifikasi secara makroskopis dan mikroskopis,"membiakkan dan mengidentifikasi jenis bakteri (Escherichia coli, Salmonella, dan Shigella) yang terdapat dalam sampel feces. Jika terdapat pertumbuhan kolini bakteri, dilakukan identifikasi dan selanjutnya dilakukan uji kepekaan "
K,KRAS Mutation Analysis,Pemeriksaan ini mendeteksi mutasi spesifik pada gen KRAS dalam DNA sel kanker dan jaringan.,Memberikan informasi prognostik dan memprediksi respons yang buruk terhadap pengobatan EGFR-TKI
K,Kreatinin Urin 24 Jam,Kreatinin adalah sisa metabolisme otot yang dibuang melalui urine,Pemeriksaan kreatinin urine digunakan untuk mengukur jumlah kreatinin dalam urine.
K,Kultur & Resistensi Jamur,Pemeriksaan ini mengkulturkan sampel pada media khusus untuk menumbuhkan jamur yang terdapat pada sampel serta menguji resistensinya ,"Untuk mendeteksi infeksi jamur, untuk menentukan jamur atau jamur spesifik apa yang hadir, dan untuk membantu memandu pengobatan"
K,Kreatinin Clearance ,"Pemeriksaan kreatinin clearance lebih akurat menggambarkan fungsi ginjal dibandingkan pemeriksaan serum kreatinin saja. Namun pemeriksaan ini memelukan sampel urine 24 jam, sehingga tidak efektif, dimana pengumpulan sampel yang tidak akurat dapat mempengaruhi hasil pemeriksaan.","Untuk menilai fungsi ginjal dengan mengestimasi LFG, untuk memantau progresi ginjal"
K,Kreatinin,"Kreatinin merupakan produk sampah dari pemecahan sel-sel otot selama beraktivitas. Ginjal yang sehat akan membuang kreatinin dari sirkulasi melalui urine. Kerusakan ginjal akan menyebabkan peningkatan kreatinin dalam darah. Namun peningkatan kreatinin dalam darah belum tentu menunjukkan adanya kerusakan ginjal karena kreatinin tinggi dapat dipengaruhi oleh massa otot, makanan, ras, jenis kelamin, usia dan obat-obatan yang mempengaruhi sekresi kreatinin. Penggunaan kreatinin serum untuk deteksi dini penurunan fungsi ginjal kurang tepat karena  serum kreatinin baru menunjukkan abnormalitas setelah fungsi ginjal turun lebih dari 50%. Pernefri (Perhimpunan Nefrologi Indonesia) menyarankan untuk setiap pemeriksaan kreatinin serrum agar disertai hasil perhitungan perkiraan laju filtrasi glomerulus (eLFG). Rumus eLFG ini menyertakan hasil pemeriksaan serum kreatinin dalam perhitungannya. Rumus yang digunakan oleh Prodia adalah rumus MDRD yang sudah disesuaikan dengan kreatinin yang tertelusur terhadap IDMS yaitu :
eLFG=175x(standardized Scr)-1.154x(age)-0.203x(0.742 if female)x(1.210 if African American).
Estimasi LFG berguna untuk mengetahui fungsi ginjal seseorang , apabila LFG ,60 mL/min/1.72 m2 menetap lebih dari 3 bulan maka seseorang dikataka mengalami penyakit ginjal kronik. (Informasi detil tentang eLFG dapat dibaca pada buku kumpulan FAQ bab FAQ e-LFG).",Pemeriksaan ini untuk mengukur konsentrasi kreatinin dalam darah
K,Kreatinin Urin,"Kreatinin adalah produk limbah yang dihasilkan oleh otot dari pemecahan senyawa yang disebut kreatin. Kreatinin dikeluarkan dari tubuh oleh ginjal, yang menyaring hampir semua kreatinin dari darah dan melepaskannya ke dalam urin. Tes ini mengukur jumlah kreatinin dalam urin. Kreatinin urin juga dapat digunakan dengan berbagai tes urin lainnya sebagai faktor koreksi. Konsentrasi (atau pengenceran) urin bervariasi sepanjang hari, dengan lebih banyak atau lebih sedikit cairan yang dikeluarkan di samping produk limbah tubuh. Karena kreatinin diproduksi dan dihilangkan dengan laju yang relatif konstan, jumlah kreatinin urin dapat dibandingkan dengan jumlah zat lain yang diukur didalam urin. ","Berperan sebagai faktor koreksi pengukuruan zat lain jika menggunkan sampel urin acak atau sewaktu yaitu pada pemeriksaan untuk mengevaluasi kesehatan ginjal, untuk membantu mendiagnosis penyakit ginjal; untuk memantau pengobatan untuk penyakit ginjal. "
K,Konsultasi Spesialis Plus,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Spesialis Olahraga,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi GP Covid-19,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Spesialis,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Nutrisionis (ahli gizi),,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi GP,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Nutrisi dan Akupuntur,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Spesialis Gizi,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Gizi & Akupuntur,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Kultur BTA MGIT,"M. tuberculosis (MTB) Complex  terdiri dari M. tuberculosis, M. bovis, M. bovis BCG, M. africanum, M. microti, dan M. pinnipedii menyebabkan tuberkulosis",Isolasi MTB menggunakan Mycobacteria Growth Indicator Tube (MGIT) untuk pemeriksaan kultur BTA dengan media cair 
K,Konsultasi Dokter Umum - Homecare,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Umum,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Spesialis,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Rehab Medik - Homecare,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Rehab Medik,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Jantung,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Geriatri - Homecare,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Geriatri,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi Dokter Akupuntur - Homecare,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Kondiloma,Pengambilan jaringan pada kondiloma.,untuk melihat adanya kelainan pada kondiloma
K,Konsultasi Dokter,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Konsultasi dan  akupuntur nyeri,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Kista Popliteal,Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Kista Popliteal yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,untuk melihat kelainan pada jaringan Kista Popliteal
K,Kista Ovarium,Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Kista Ovarium yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,untuk melihat kista pada jaringan Kista Ovarium
K,Kista Duktus Tiroglosus,Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Duktus Tiroglosus yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,untuk melihat kelainan pada jaringan kista Duktus Tiroglosus
K,Kolostomi Stoma,Pengambilan jaringan pada Kolostomi stoma.,untuk melihat adanya kelainan pada Kolostomi stoma.
K,Kista Duktus Lacrimal,Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Kista Duktus Lacrimal yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,untuk melihat kelainan pada jaringan Kista Duktus Lacrimal
K,Kantung hidrokel,Pemeriksaan histopatologis memberikan gambaran mengenai perubahan struktur jaringan Kantung hidrokel yang terjadi sebagai akibat proses inflamasi serta hubungannya dengan pengenalan akan manifestasi yang timbul.,untuk melihat kelainan pada jaringan Kantung hidrokel 
K,Keton Darah,"Ketosis adalah keadaan metabolik dimana hati memecah lemak untuk menghasilkan keton, yang terutama terjadi pada penderita diabetes. Kenaikan kadar keton pertama kali akan tampak pada darah. Sehingga mengukur keton darah adalah yang paling akurat.",Mengukur keton dalam darah
K,Kesan,,Silahkan cek email anda untuk mendapatkan kata sandi baru
K,Ki67,"Ki-67 adalah protein non-histone pada inti sel. Digunakan sebagai penanda pada inti sel, khusus untuk proliferasi sel.","- Menilai proliferasi sel tumor
- Membantu memandu penentuan pemberian terapi hormon pada pasien
- Membantu menentukan prognosis"
K,Kalium (Urin 24 jam),"Pemeriksaan yang berguna untuk mengetahui konsentrasi kalium (K) di dalam serum atau plasma darah. Kalium merupakan suatu elektrolit dan mineral yang berfungsi untuk menjaga keseimbangan air (sejumlah cairan di dalam maupun di luar sel tubuh) dan elektrolit di dalam tubuh, serta berperan penting dalam fungsi kerja saraf dan otot. Keabnormalan K dalam serum atau plasma darah dapat mengindikasikan adanya gangguan kesehatan tubuh. Biasanya pemeriksaan ini dilakukan bersamaan dengan pemeriksaan elektrolit darah yang lain seperti natrium (Na), klorida (Cl), kalsium (Ca), dan magnesium (Mg).","Menilai keseimbangan elekrolit tubuh dan beberapa kondisi seperti hipertensi, penyakit ginjal, aritmia jantung, kelemahan muskular & iritabilitasm, penyakit saluran cerna, penyakit mental, dan leukimia; mendiagnosis dan memantau kelebihan mineral kortikoid."
K,Kerokan Mandibula,kerokan jaringan benjolan pada area mandibula,untuk melihat lesi kista pada area mandibula
K,"Karyotyping + Fish Kromosom 13,18,21,X,Y","Pemeriksaan untuk mengetahui jumlah, struktur dan morfologi kromosom dan pemeriksaan struktur secara khusus dari kromosom 13, 18, 21",Membantu diagnosa kelainan kromosom
K,Kalium ,"Pemeriksaan yang berguna untuk mengetahui konsentrasi kalium (K) di dalam serum atau plasma darah. Kalium merupakan suatu elektrolit dan mineral yang berfungsi untuk menjaga keseimbangan air (sejumlah cairan di dalam maupun di luar sel tubuh) dan elektrolit di dalam tubuh, serta berperan penting dalam fungsi kerja saraf dan otot. Keabnormalan K dalam serum atau plasma darah dapat mengindikasikan adanya gangguan kesehatan tubuh. Biasanya pemeriksaan ini dilakukan bersamaan dengan pemeriksaan elektrolit darah yang lain seperti natrium (Na), klorida (Cl), kalsium (Ca), dan magnesium (Mg).","Menilai keseimbangan elekrolit tubuh dan beberapa kondisi seperti hipertensi, penyakit ginjal, aritmia jantung, kelemahan muskular & iritabilitasm, penyakit saluran cerna, penyakit mental, dan leukimia; mendiagnosis dan memantau kelebihan mineral kortikoid."
J,Jamur Mikroskopis,Pemeriksaan ini digunakan untuk menilai ada tidaknya dugaan terhadap infeksi dengan jamur dari genus Candida.,"Untuk mendeteksi infeksi jamur, untuk menentukan jamur atau jamur tertentu yang ada, dan untuk membantu memandu pengobatan"
I,"Interleukin-2 Receptor Alpha Chain (IL-2RA/CD25), Soluable","Rantai alfa reseptor interleukin-2 adalah protein yang pada manusia dikodekan oleh gen IL2RA. Reseptor alfa dan beta reseptor interleukin 2, bersama dengan rantai gamma yang sama, membentuk reseptor IL2 berafinitas tinggi.","Reseptor interleukin-2 yang larut dalam serum (sIL-2r) adalah penanda penyakit yang penting pada limfohistiositosis hemofagositosis (HLH), tetapi tidak ada data yang dipublikasikan tentang nilai diagnostiknya pada orang dewasa."
J,JO-1 Antibody ,Antibodi Anti-Jo-1 adalah autoantibodi spesifik myositis yang paling umum ditemukan pada pasien dengan myopathies inflammatory idiopatik (IIM).,hasil positif untuk antibodi Jo 1 konsisten dengan diagnosis polymyositis dan menunjukkan peningkatan risiko keterlibatan paru dengan fibrosis pada pasien tersebut.
J,"JC Polyoma Virus DNA Quantitative Real-Time PCR, Serum or Plasma","Virus JC polyoma adalah penyebab progresif leukoencephalopathy (PML), penyakit neurologis demielinasi pasien imunosupresi. ","Tes ini mendeteksi DNA Virus JC Polyoma dalam CSF, Urine atau Plasma. Deteksi virus pada spesimen dari AIDS dan pasien dengan kekebalan tubuh yang parah dapat mengindikasikan penyakit. Antibodi serum tidak membantu dalam mendiagnosis PML karena antibodi sering ditemukan pada populasi umum. JCV juga dapat dideteksi dalam urin 3% wanita hamil, tetapi tidak terkait dengan penyakit yang terbukti."
I,IT Ratio,"Immature to Total neutrophil ratio (I/T ratio) adalah salah satu pemeriksaan, di samping darah lengkap dan CRP, yang dapat membantu diagnosis sepsis pada pasien bayi. Pemeriksaan ini seperti pemeriksaan apusan darah biasa, yaitu dengan membuat apusan darah dengan pengecatan Wright atau Giemsa yang kita baca hitung jenis per 100 leukositnya. Dalam 100 leukosit tersebut kita hitung berapa jumlah dari masing-masing jenis leukosit. Perhitungan I/T ratio didapat dari pembagian jumlah netrofil imatur oleh jumlah total seluruh bentuk netrofil.","Immature to Total neutrophil ratio (I/T ratio) adalah salah satu pemeriksaan, di samping darah lengkap dan CRP, yang dapat membantu diagnosis sepsis pada pasien bayi."
I,Islet Cell Antibody Screen with Reflex to Titer,"pemeriksaan yang mengukur adanya antibodi pada sel islet kelenjar pankreas yang dapat menyebabkan terjadinya diabetes tipe 1, pemeriksaan ini dilakukan dengan mengambild arah dari pembuluh vena","Diabetes tipe 1 ditandai oleh infiltrat sel limfositik pulau pankreas. Pengukuran GAD-65, ICA-512, dan Insulin Antibody adalah cara yang sangat sensitif untuk menilai risiko dan memprediksi timbulnya diabetes tipe 1. Ada korelasi antara jumlah antibodi positif dan titer antibodi versus keparahan proses autoimun."
I,Iodine 24 Hour Urine,Iodine dibutuhkan oleh tubuh terkait dengan kondisi kesehatan tiroid,Untuk mengetahui status iodine
I,Intrinsic Factor Blocking Antibody,"Faktor intrinsik adalah protein yang diproduksi oleh sel parietal lambung yang mengikat vitamin B12, sehingga memungkinkan penyerapan vitamin oleh sel-sel usus. Pada anemia pernisiosa, gangguan autoimun, autoantibodi terbentuk terhadap faktor intrinsik yang menyebabkan defisiensi. Kurangnya faktor intrinsik kemudian menyebabkan malabsorpsi vitamin B12 dan anemia selanjutnya. Autoantibodi juga dapat dibentuk secara langsung terhadap sel parietal yang juga menyebabkan aktivitas faktor intrinsik yang tidak memadai dan defisiensi vitamin B12.","Jika tes-tes ini mendukung defisiensi, maka pengujian antibodi penghambat faktor intrinsik (IFBA) diindikasikan untuk mengkonfirmasi PA sebagai etiologinya."
